Tidsstempel,Uuid,First name,Last name,Birthday,Gender,Country,Are you willing to be a team leader on your team?,Would you consider yourself a creative thinker?,Do you consider yourself knowledgable about the Bible?,"Are you physically fit and able to play in outdoor activities like outdoor games, obstacle courses, running, sport etc.?","Can you play the guitar, piano or keyboard well?",Have you been in a Christian camp before?,"Are you willing to take a speaking role in the Biblical drama? (Ex. main role, supporting role, narrator etc.)",Will you be able to create and design costumes and props for the drama?,"Are you entitled to be in the team with someone, please write their full name - Example kids needs to be with the parent/guardian or new camper wants to be with someone they know. Leave blank for no.","Please list the full names of people who should not be on your team (e.g., spouse, siblings, best friends, people I see (almost) every day). This will help us create teams that encourage meeting new people, fostering new connections, and promoting teamwork with a more diverse group. Being on a team with familiar faces can limit these opportunities."
2019-09-07 10:21:46,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Leslie,Adams,1961-06-14,Female,Western Sahara,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2014-05-21 18:31:05,a7cad415-366e-416f-908e-bad7b7c93acf,Victor,Wilkerson,1996-06-07,Female,Cambodia,No,Maybe,Yes,Yes,No,Yes,Yes,No,,
2006-09-20 01:03:17,89fa6a68-8fb5-427b-beb7-99193f22faf8,Jose,Richards,2017-02-01,Male,Iran,No,Maybe,Maybe,Maybe,No,Yes,Yes,No,,
2009-03-07 19:12:26,827050a8-2369-4584-bf5e-9ff0ff50bde4,Trevor,Campos,2014-02-10,Female,Cape Verde,No,No,No,No,No,Yes,Maybe,No,,
2015-12-01 02:52:38,98ae4334-6c12-4ce8-ae34-0454cac5b68c,Bryan,James,2025-01-18,Female,Marshall Islands,No,No,Yes,Maybe,No,Yes,Maybe,No,,
2006-05-18 06:49:51,02f06b90-f143-462f-9c5c-0eed8da0365b,Erin,Wilson,2016-01-12,Female,Sao Tome and Principe,"No, but I can co-lead and help the team leader",Maybe,No,No,Yes,Yes,No,No,,
2006-10-08 01:32:15,4b22d308-1c8e-4ee9-9715-bd6fa4161293,Ryan,Chavez,2021-08-15,Female,Turkey,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2018-04-03 15:34:38,2dbc2134-c30f-446e-8026-695ff8cda88b,William,Rodriguez,1995-01-05,Female,Tajikistan,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2016-03-16 16:42:40,5fb8d16c-2720-497d-b2eb-d6899be578c7,Kathryn,Ryan,2007-06-07,Female,Marshall Islands,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2023-04-19 14:19:19,04fc6d82-7d15-4385-92fb-e43b99546eb4,Daniel,Cox,2024-03-04,Female,Sri Lanka,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2007-10-20 00:52:06,913e4de2-e0c5-4cb8-bda9-c2a90ed42f1a,Stacey,Miller,1983-09-24,Male,Bangladesh,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2024-10-21 18:21:32,20de435d-2031-4750-840d-b9b4885f6e66,Donna,Arroyo,1957-09-27,Male,Marshall Islands,No,Yes,Maybe,Yes,No,Yes,Maybe,Yes,,
2022-02-16 20:36:54,edcd465e-3638-4821-b6e0-7cc06c52c49f,Amber,Blair,1960-08-28,Female,Georgia,No,Yes,Maybe,Yes,No,Yes,Maybe,No,,
2010-02-13 13:22:07,702753a1-5f98-4c71-a65e-688eabf3ad39,Rachel,Hayes,1964-06-11,Female,Bahrain,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2008-07-29 06:32:13,96a402f2-3ae8-4c93-8dcd-cd03969b6662,Jeffrey,Jones,1995-06-26,Male,Denmark,No,Maybe,Maybe,No,No,No,No,No,,
2001-09-16 10:42:16,1223b513-5496-463c-9c11-10c1080aadfb,Willie,Ramirez,1983-09-06,Male,Mauritius,No,Yes,Maybe,Maybe,No,Yes,No,Yes,,
2003-05-10 20:00:50,93829b43-922f-415a-a1e3-db63ef7ddc76,Thomas,Mueller,2009-10-08,Male,Comoros,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,No,,
2002-05-23 21:40:44,6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,Robert,Shields,1948-10-01,Male,Palau,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2024-12-18 00:39:49,ba6c34ab-6712-403a-8f84-4fef1931e9ee,Matthew,Hensley,1964-07-03,Female,Comoros,"Yes, I am willing to be a team leader",Yes,Maybe,No,Yes,Yes,Yes,Yes,,
2013-08-08 13:03:37,474ebc19-2ef9-4276-ac00-6f6123e2fcb4,Steven,Baxter,1950-06-21,Female,Sri Lanka,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,,
2021-11-06 04:03:43,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Yvette,Huff,2022-11-07,Male,Vanuatu,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2019-02-11 13:59:31,7c52fa17-680a-407a-aa93-5d623c835dc0,Timothy,Hancock,2017-06-17,Female,Chad,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2009-08-12 02:01:54,ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Kristen,Gibson,1978-08-17,Male,Saint Martin,"Yes, I am willing to be a team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2025-04-01 07:48:15,7c967f79-b7e9-4aca-a970-65e18e46d534,Eric,Phillips,2022-10-30,Male,Mozambique,"No, but I can co-lead and help the team leader",Yes,No,Yes,No,No,No,No,,
2018-08-30 09:47:59,0ea2622b-5048-47ba-bf7b-539b0f9aea4b,Brendan,Woods,2018-11-01,Male,Marshall Islands,"No, but I can co-lead and help the team leader",Yes,Maybe,Maybe,No,No,Yes,Yes,,
2003-12-29 13:43:53,d9f195d0-1482-4f53-8201-0c62f5f59b22,Jacob,Larson,1999-01-21,Male,Dominica,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2010-03-29 20:56:30,3f07f814-91d6-4f78-a3e9-de99f10c718b,Beth,Williams,1951-01-02,Male,Palestinian Territory,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2014-10-21 13:37:35,42c18a62-ef48-48d5-90fd-9d3f85d51695,James,Moran,1963-09-12,Female,Indonesia,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2003-04-27 13:15:19,50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Sarah,Walls,1945-02-12,Male,Nigeria,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2025-04-29 09:55:30,89a2688b-12c1-46e0-9998-5f15ff002d4d,Jason,Baker,2019-12-16,Female,Turkmenistan,No,Maybe,Maybe,No,No,No,No,No,,
2001-09-29 07:59:43,286218b8-48f4-4f12-9e99-53d23e896c64,Samuel,Daniels,1968-11-12,Male,Sri Lanka,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2016-08-02 21:58:45,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Kevin,Alvarado,2020-06-01,Female,Burkina Faso,No,Yes,No,Yes,No,Yes,Maybe,Yes,,
2006-09-16 04:56:45,8da01097-be0f-451b-9b66-b5a9e3c43657,Eric,Campbell,1961-06-04,Male,Guam,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2005-03-01 06:35:32,81627cf1-4394-42e6-9a58-7e8aa25d6b29,Tracy,Whitehead,2012-11-23,Male,Bermuda,"No, but I can co-lead and help the team leader",No,Maybe,Yes,No,Yes,Maybe,No,,
2016-02-02 11:25:16,00e85ece-0b49-452d-86d4-83f3d450281c,Matthew,Anderson,2023-09-23,Female,Central African Republic,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2018-10-20 07:21:01,8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,Alec,Jones,2015-11-23,Female,United Kingdom,"Yes, I am willing to be a team leader",Yes,Yes,Maybe,Yes,Yes,No,Yes,,
2003-10-12 22:45:17,951f58d0-5e84-4058-95a8-04eb093923de,Angela,Jordan,1947-10-02,Female,Haiti,No,Maybe,No,Yes,No,Yes,No,No,,
2022-10-20 19:45:27,0a368ce7-dc57-4131-b8e1-daa7cbceabde,Rachel,Clark,1964-07-29,Female,Bosnia and Herzegovina,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2008-12-20 17:42:45,6808593f-dfed-4c43-a256-a6dc8f5486b7,Terri,Brady,2019-05-08,Female,Dominica,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2021-12-06 08:10:36,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Nicole,Johnson,2004-01-10,Female,Grenada,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2019-11-05 14:26:34,dd334cc7-ab7f-489a-8d5f-4822696608aa,Jill,Wright,1957-04-04,Male,Reunion,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2002-09-28 11:27:00,787f2425-dbcc-4477-89e9-db0adf465290,Jeffrey,Velasquez,1981-08-25,Female,Gambia,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2020-10-24 01:12:23,060edf5b-3911-4497-ba43-b2badf0f06cb,Donna,Ross,1966-12-06,Female,Bangladesh,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,No,Maybe,Yes,,
2024-07-10 23:15:33,8268690b-a438-45b5-99e4-b6714774bc58,Ricardo,Zavala,1987-10-18,Male,Wallis and Futuna,No,Maybe,No,Yes,No,Yes,Maybe,Yes,,
2000-09-12 17:04:40,2db69edb-42de-4fcc-b86c-2ca2e08596db,Beverly,Terrell,1947-06-18,Female,Nepal,No,Yes,No,Yes,No,No,No,No,,
2011-01-09 02:48:35,6fb78271-504d-481f-8953-5b63ba81edd9,Catherine,Dixon,1975-07-26,Male,Morocco,No,No,No,No,No,No,No,No,,
2004-10-27 00:41:49,006ed6e3-6fa1-4735-b572-f3d00b5cea6a,April,Drake,1999-12-31,Male,Wallis and Futuna,No,No,No,No,No,No,No,No,,
2018-10-26 23:15:37,6e6981a3-5d3d-4e56-b270-e4faabae4f43,Chad,Beck,1971-02-09,Male,Germany,No,Yes,No,Yes,No,No,No,No,,
2016-10-29 02:35:02,4ce1eb90-e669-4833-b841-d0a01fe771d6,William,Estrada,1970-10-14,Female,Qatar,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,No,Yes,,
2007-07-02 03:59:40,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Shelby,Byrd,2017-06-28,Male,Nicaragua,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,No,,
2014-06-08 14:35:38,001a9a8b-d56f-4350-8c45-9ce267f48ad5,Kevin,Clark,2008-01-04,Male,New Caledonia,No,Yes,Yes,Yes,No,Yes,No,Yes,,
2016-08-09 16:08:35,acf5e81e-7131-4269-b118-e36477097749,Jason,Kennedy,2017-05-11,Male,South Africa,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,
2018-09-01 11:39:59,83f4a9a9-48a6-49d0-95b5-2908a8aa7158,Elizabeth,Harvey,1951-12-05,Female,Zambia,No,No,No,Yes,No,Yes,No,No,,
2019-01-20 02:15:30,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,James,Johnson,1964-03-12,Female,Lebanon,No,No,No,No,No,No,No,No,,
2015-07-04 06:57:35,6a18ce4c-7496-4764-92a4-def0c4bbb7a9,Olivia,Johnston,2002-07-20,Male,Hungary,No,Maybe,Yes,Yes,No,Yes,Maybe,No,,
2012-07-16 06:32:10,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Adam,Potter,2006-09-26,Male,Botswana,No,Yes,Yes,Yes,No,Yes,Yes,No,,
2019-09-29 20:34:07,f53d4330-cdda-44ba-ad06-e8cf3805f907,Heather,Marshall,1989-07-06,Male,United States Virgin Islands,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2021-07-08 14:37:43,76f2dbfe-cd29-436f-a222-82e174daaebf,Elizabeth,Travis,1992-08-05,Female,Zambia,No,Yes,Maybe,Yes,No,Yes,Yes,No,,
2019-02-27 04:32:55,b8225688-d0a4-4432-9cd6-c852714c7df4,Patricia,Simmons,2017-10-26,Female,Kiribati,No,Yes,No,Yes,No,Yes,Maybe,No,,
2022-10-04 09:26:20,7337c599-7984-4388-9c8a-ee30be6033f7,Jonathon,Wright,1996-01-06,Female,Seychelles,No,Maybe,No,Yes,No,No,No,No,,
2019-09-22 22:47:17,464c04af-3d3f-4799-a072-95e97c0e8cd8,Scott,Reeves,1963-05-11,Female,Grenada,No,Maybe,Maybe,Yes,No,Yes,No,Yes,,
2008-02-10 00:34:08,269cd696-236c-4b87-94a0-bccb8a476a87,Jesse,Benson,2001-08-01,Female,Bahrain,No,Maybe,No,Yes,No,Yes,Yes,Yes,,
2010-07-10 15:21:51,6a702e2f-7746-40ba-8ae8-905b54b4a482,Bryan,Wall,1975-11-29,Female,Sierra Leone,No,Maybe,Yes,Maybe,No,Yes,Maybe,No,,
2014-10-25 08:09:07,e172b725-db52-4a58-8500-0bc6b20dcb6e,Kathy,James,1944-11-03,Male,Guinea,"No, but I can co-lead and help the team leader",No,No,Yes,No,No,Maybe,No,,
2007-07-29 13:35:38,f41402b1-e442-4ebb-9a7b-909563d62a39,Mary,Medina,2003-11-14,Female,South Georgia and the South Sandwich Islands,No,Yes,Yes,Yes,No,Yes,Maybe,Yes,,
2015-04-20 23:22:34,45df16b6-382c-443f-bcfc-9b793875394c,Ryan,Johnson,1971-08-04,Male,Philippines,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Maybe,Yes,,
2020-03-30 13:48:28,77a6e17c-d72b-4108-aa40-5f12b963f37f,Samantha,Hooper,1987-08-18,Male,United States of America,No,No,Maybe,Maybe,No,Yes,No,No,,
2009-12-29 11:49:00,157d94a1-06f0-48ff-a9ba-5a27907bfe36,Dawn,Taylor,1981-10-05,Male,Australia,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,,
2006-08-07 06:41:21,53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,Matthew,Hobbs,1966-11-26,Male,Zambia,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Maybe,No,,
2021-02-06 13:20:52,78660765-14f7-4e8d-95bc-b8d04094dded,Andrew,Ryan,2025-05-10,Female,Guernsey,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,Maybe,No,,
2005-09-08 08:36:09,a6d964a3-f510-4b53-87fe-e39f1190f938,Billy,Johnson,1964-05-23,Male,Taiwan,No,Maybe,Yes,No,Yes,Yes,No,No,,
2000-07-07 19:34:11,793b4c32-2050-4494-bd11-48022702878b,Elizabeth,Elliott,1962-01-07,Male,Reunion,No,Maybe,Yes,No,Yes,Yes,No,No,,
2006-07-02 00:42:17,9b749245-9b1b-4895-aaf4-3ab75e6fea07,Tamara,Higgins,2007-05-13,Male,Central African Republic,No,Yes,Yes,Maybe,No,Yes,No,No,,
2024-06-20 21:07:23,edcb8cb6-0692-4c63-9424-aed51bac5c15,Larry,Byrd,2021-12-22,Male,Indonesia,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2023-11-18 11:21:48,b0cc1b3b-9793-49b4-9374-814632c5bd89,Maria,Sanchez,2000-11-01,Male,Gabon,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2021-07-26 17:45:02,cbd58bf6-1efd-46e9-8e37-14af99b49350,Tonya,Patton,1972-06-27,Female,Japan,No,Yes,Yes,No,No,Yes,No,No,,
2016-10-11 19:38:31,575aed2c-a5c5-450c-8186-a57611a72609,Alexander,Fisher,1984-01-26,Female,Jersey,No,No,No,No,No,Yes,Yes,No,,
2024-05-15 10:33:38,75b17a55-d426-4982-a43e-4288a2b5b498,Jasmine,Graham,2003-10-20,Male,Pakistan,"No, but I can co-lead and help the team leader",No,No,Maybe,No,Yes,Maybe,No,,
2006-11-07 05:47:21,c64ee6e3-89c5-431a-ab6c-1016cee624d0,Timothy,Graham,2003-07-30,Female,Ethiopia,No,No,No,No,No,No,No,No,,
2008-03-05 01:34:47,162f8a24-ef43-413c-94aa-c9a33ed8c56c,Joshua,Hayes,2005-02-24,Male,Montenegro,No,Maybe,Maybe,No,Yes,Yes,Maybe,No,,
2015-06-25 13:26:34,7e8adee7-0758-4201-961e-16d16105716b,Melissa,White,1961-07-18,Female,South Georgia and the South Sandwich Islands,"No, but I can co-lead and help the team leader",Maybe,Maybe,Maybe,Yes,Yes,Maybe,No,,
2006-07-21 13:35:04,b380c73a-989d-4d4a-a15c-a6664797b2c9,Nicole,Peters,1986-03-18,Female,Comoros,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2002-03-04 04:20:56,8e200724-7d13-4018-a80b-ac63b856d035,Katherine,Vaughn,1996-09-06,Female,Liechtenstein,No,No,No,No,No,No,No,No,,
2011-05-15 05:13:05,38ba8abc-4b53-45e5-97d2-582e046a0df5,Richard,Sanchez,1998-02-22,Female,Heard Island and McDonald Islands,No,No,Yes,No,No,Yes,No,No,,
2012-01-02 15:10:00,ff233d5f-6ced-415d-9800-7c0287ea7ff5,Julie,Rivera,2001-04-17,Male,Faroe Islands,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,Yes,Yes,Yes,No,,
2007-10-11 18:43:17,314d3441-b8a6-471f-9ee3-4dc43b048a8b,Leslie,Newton,2021-05-20,Female,Portugal,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2004-09-11 08:43:52,46c8adfe-7bf4-4042-bd15-31c83764fbda,Jenny,Bray,1986-11-10,Female,Finland,No,Yes,Maybe,No,No,Yes,No,No,,
2024-11-14 04:03:16,3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,Michael,Turner,2001-09-17,Male,Brunei Darussalam,No,Maybe,Yes,No,No,Yes,No,No,,
2006-12-16 10:06:25,4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Heidi,Martinez,2014-09-16,Male,Liechtenstein,"No, but I can co-lead and help the team leader",Yes,No,Yes,Yes,Yes,Yes,No,,
2002-08-08 10:43:52,782a65e0-48ca-4651-92f5-df7b0323d342,Timothy,Peterson,2022-07-27,Female,El Salvador,No,Yes,No,Yes,No,Yes,Maybe,No,,
2023-11-14 16:51:54,10ba58e3-d276-4bdc-9d34-d08e7a4c75d4,Richard,Jones,1995-05-08,Female,Austria,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2003-11-06 17:02:38,4dc82a1e-f2f9-45fa-9016-4161cfa701cd,Christopher,Wright,1989-07-26,Female,Israel,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2015-05-19 08:54:14,c693da11-39c6-41ca-9e50-aa42ca6dfda1,Alexandra,Hayes,1980-03-22,Male,Tokelau,No,No,Maybe,No,No,Yes,Maybe,No,,
2014-12-05 12:40:29,9efba58b-9191-4363-8e2d-66456dc7cac7,Brian,Choi,1952-05-26,Female,Serbia,"No, but I can co-lead and help the team leader",Maybe,Yes,Maybe,No,Yes,Maybe,Yes,,
2005-04-09 02:23:09,14c8b3b4-a911-4192-83bf-d9313605bf54,Eric,Thompson,1950-06-11,Female,Afghanistan,No,Yes,No,Yes,No,No,Maybe,No,,
2010-05-12 19:20:49,4a8ff810-784c-4f29-9804-02a2b07aa066,Antonio,Roberts,1967-04-07,Female,Tokelau,No,Yes,Yes,Yes,No,Yes,Yes,No,,
2011-07-08 11:29:36,43b9da13-ec85-4f37-bbc1-a987aff8754d,Kristin,Weber,1997-12-02,Male,Vietnam,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,No,Yes,,
2005-01-06 17:48:41,a5cb63a2-398d-4ca6-8b68-70b51d61fac3,Edward,Baker,1955-11-20,Male,Bahamas,No,No,No,Maybe,No,Yes,No,No,,
2004-03-17 05:31:37,d3016989-bfbb-417f-9854-ce4e4ebfa5c3,Ashley,Roberts,1954-06-09,Female,Portugal,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Maybe,Yes,,
2007-09-18 07:45:59,801ef1da-45b1-4d25-b153-3ae8670acc5c,Amber,Kim,1992-10-20,Female,Tuvalu,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,No,No,,
2010-12-16 15:07:21,069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Christopher,Hayden,2012-01-28,Female,Morocco,No,No,No,No,No,Yes,No,No,,
2014-11-22 12:53:21,ac1aa554-c3c7-4611-bfe3-fa49054f92ff,Lori,Johnston,2006-03-05,Female,China,No,No,No,No,No,Yes,No,No,,
2011-12-08 01:32:42,473544f9-ea83-4f00-b135-f221a6c9537f,Howard,Richards,1995-10-13,Female,Liechtenstein,No,Maybe,No,No,No,No,No,No,,
2024-07-31 00:54:23,5553b2fe-6889-403e-9913-f9d3785299f4,Manuel,Garcia,1957-05-23,Male,Isle of Man,"No, but I can co-lead and help the team leader",Maybe,No,Yes,Yes,Yes,Maybe,No,,
2017-08-05 16:49:43,668409e3-f1f8-443e-a99f-131849c8a43f,Lisa,Pierce,1981-03-16,Male,Germany,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2006-05-27 09:47:22,6778043b-c5c5-437a-b85e-06a11dad09b2,Michelle,Bryan,1944-06-16,Male,Trinidad and Tobago,No,Yes,Maybe,Yes,Yes,Yes,Maybe,Yes,,
2013-10-05 23:37:52,84b871bb-3005-48d2-8de0-51a669ca97d2,Michael,Avila,1995-01-08,Female,Senegal,No,Yes,Maybe,Maybe,Yes,Yes,Maybe,Yes,,
2001-04-23 04:03:47,ed7bf656-218a-4536-8c99-a894445dcc38,Keith,Gilmore,1983-08-17,Male,Antarctica (the territory South of 60 deg S),No,Maybe,Maybe,Maybe,No,Yes,No,Yes,,
2024-09-06 22:41:02,b5b453ca-3d42-493c-8c9f-d3349bdf0377,Eric,Pierce,1989-02-04,Male,Bermuda,No,Maybe,Maybe,No,No,Yes,No,No,,
2005-09-12 18:59:50,762172ed-1d0b-49bd-a9b5-c5cfd7665cda,Stacey,Holland,1956-11-01,Female,Venezuela,No,Yes,Maybe,Maybe,No,Yes,Maybe,Yes,,
2018-03-06 03:19:08,6a5d932b-45ff-4c83-b495-db4e82456fb4,Mary,Baird,1964-02-08,Male,Micronesia,No,Maybe,Maybe,Yes,No,Yes,Yes,No,,
2003-09-02 01:39:37,821c1336-9970-4f60-abff-8d1530cbd755,Julie,Taylor,1950-01-07,Male,Sierra Leone,No,Maybe,Yes,Yes,No,Yes,Maybe,Yes,,
2020-01-15 04:42:26,c9a7d91f-ef2a-4713-9702-10496a39aaa6,William,Hoover,1967-04-10,Male,French Southern Territories,"Yes, I am willing to be a team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2021-03-29 23:46:27,7d5911c6-a8f1-4091-bfb8-102d9475dbc9,Michelle,Griffin,1983-08-06,Male,Grenada,No,Yes,Yes,No,No,Yes,Maybe,Yes,,
2013-12-31 08:49:00,eecf67d2-7491-46f4-a090-d6978b1e3b9d,Marc,Lopez,2000-11-10,Male,Montserrat,No,No,No,Yes,No,Yes,No,No,,
2009-09-18 02:56:29,0b2c782a-6928-4e92-868a-152fdb23aa8c,Louis,Kennedy,2018-05-08,Male,Hong Kong,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,No,Yes,,
2009-10-16 21:59:42,a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Tina,Simpson,1947-05-13,Female,Macao,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,Yes,Yes,Maybe,Yes,,
2024-06-26 17:49:56,dfcaf0b7-19b1-4e80-9ea4-ae1754fd9ad3,Megan,Garcia,2018-02-09,Male,American Samoa,No,No,No,No,No,No,Maybe,No,,
2018-04-29 05:58:32,f84f16b3-a79f-4faf-9ef5-768968f45bce,Eric,Harrison,2022-11-13,Male,Guadeloupe,No,Yes,Maybe,Yes,Yes,Yes,Maybe,No,,
2015-10-23 07:57:45,da0d4a5f-148f-4b74-a65b-b1f265c17795,Mark,Craig,1987-08-03,Female,Zimbabwe,No,Yes,Maybe,Yes,No,Yes,No,Yes,,
2008-01-12 18:44:35,7cea2045-c268-483e-a32f-2e63b7fddd71,Monique,Johnson,1949-11-27,Male,Norfolk Island,"No, but I can co-lead and help the team leader",Maybe,No,Yes,No,Yes,Maybe,No,,
