Tidsstempel,Uuid,First name,Last name,Birthday,Gender,Country,Are you willing to be a team leader on your team?,Would you consider yourself a creative thinker?,Do you consider yourself knowledgable about the Bible?,"Are you physically fit and able to play in outdoor activities like outdoor games, obstacle courses, running, sport etc.?","Can you play the guitar, piano or keyboard well?",Have you been in a Christian camp before?,"Are you willing to take a speaking role in the Biblical drama? (Ex. main role, supporting role, narrator etc.)",Will you be able to create and design costumes and props for the drama?,"Are you entitled to be in the team with someone, please write their full name - Example kids needs to be with the parent/guardian or new camper wants to be with someone they know. Leave blank for no.","Please list the full names of people who should not be on your team (e.g., spouse, siblings, best friends, people I see (almost) every day). This will help us create teams that encourage meeting new people, fostering new connections, and promoting teamwork with a more diverse group. Being on a team with familiar faces can limit these opportunities."
2015-04-21 13:11:16,45df16b6-382c-443f-bcfc-9b793875394c,Ryan,Johnson,1971-08-05,Male,Philippines,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Maybe,Yes,,
2020-03-31 08:04:53,77a6e17c-d72b-4108-aa40-5f12b963f37f,Samantha,Hooper,1987-08-19,Male,United States of America,No,No,Maybe,Maybe,No,Yes,No,No,,
2009-12-29 20:50:17,157d94a1-06f0-48ff-a9ba-5a27907bfe36,Dawn,Taylor,1981-10-06,Male,Australia,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,,
2006-08-07 12:38:44,53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,Matthew,Hobbs,1966-11-27,Female,Zambia,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Maybe,No,,
2021-02-07 08:23:42,78660765-14f7-4e8d-95bc-b8d04094dded,Andrew,Ryan,2025-05-11,Male,Guernsey,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,Maybe,No,,
2005-09-08 13:44:10,a6d964a3-f510-4b53-87fe-e39f1190f938,Billy,Johnson,1964-05-24,Male,Taiwan,No,Maybe,Yes,No,Yes,Yes,No,No,,
2000-07-07 20:02:11,793b4c32-2050-4494-bd11-48022702878b,Elizabeth,Elliott,1962-01-08,Female,Reunion,No,Maybe,Yes,No,Yes,Yes,No,No,,
2006-07-02 06:34:17,9b749245-9b1b-4895-aaf4-3ab75e6fea07,Tamara,Higgins,2007-05-14,Female,Central African Republic,No,Yes,Yes,Maybe,No,Yes,No,No,,
2024-06-21 19:12:38,edcb8cb6-0692-4c63-9424-aed51bac5c15,Larry,Byrd,2021-12-23,Male,Indonesia,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2023-11-19 08:55:07,b0cc1b3b-9793-49b4-9374-814632c5bd89,Maria,Sanchez,2000-11-02,Male,Gabon,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2021-07-27 13:13:06,cbd58bf6-1efd-46e9-8e37-14af99b49350,Tonya,Patton,1972-06-28,Female,Japan,No,Yes,Yes,No,No,Yes,No,No,,
2016-10-12 10:47:16,575aed2c-a5c5-450c-8186-a57611a72609,Alexander,Fisher,1984-01-27,Female,Jersey,No,No,No,No,No,Yes,Yes,No,,
2024-05-16 08:33:29,75b17a55-d426-4982-a43e-4288a2b5b498,Jasmine,Graham,2003-10-21,Female,Pakistan,"No, but I can co-lead and help the team leader",No,No,Maybe,No,Yes,Maybe,No,,
2006-11-07 11:58:22,c64ee6e3-89c5-431a-ab6c-1016cee624d0,Timothy,Graham,2003-07-31,Female,Ethiopia,No,No,No,No,No,No,No,No,,
2008-03-05 08:57:32,162f8a24-ef43-413c-94aa-c9a33ed8c56c,Joshua,Hayes,2005-02-25,Female,Montenegro,No,Maybe,Maybe,No,Yes,Yes,Maybe,No,,
2015-06-26 03:25:00,7e8adee7-0758-4201-961e-16d16105716b,Melissa,White,1961-07-19,Female,South Georgia and the South Sandwich Islands,"No, but I can co-lead and help the team leader",Maybe,Maybe,Maybe,Yes,Yes,Maybe,No,,
2006-07-21 19:29:58,b380c73a-989d-4d4a-a15c-a6664797b2c9,Nicole,Peters,1986-03-19,Female,Comoros,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2002-03-04 06:18:33,8e200724-7d13-4018-a80b-ac63b856d035,Katherine,Vaughn,1996-09-07,Male,Liechtenstein,No,No,No,No,No,No,No,No,,
2011-05-15 15:28:45,38ba8abc-4b53-45e5-97d2-582e046a0df5,Richard,Sanchez,1998-02-23,Female,Heard Island and McDonald Islands,No,No,Yes,No,No,Yes,No,No,,
2012-01-03 02:00:07,ff233d5f-6ced-415d-9800-7c0287ea7ff5,Julie,Rivera,2001-04-18,Male,Faroe Islands,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,Yes,Yes,Yes,No,,
2007-10-12 01:44:30,314d3441-b8a6-471f-9ee3-4dc43b048a8b,Leslie,Newton,2021-05-21,Male,Portugal,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2004-09-11 12:58:13,46c8adfe-7bf4-4042-bd15-31c83764fbda,Jenny,Bray,1986-11-11,Male,Finland,No,Yes,Maybe,No,No,Yes,No,No,,
2024-11-15 02:30:13,3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,Michael,Turner,2001-09-18,Male,Brunei Darussalam,No,Maybe,Yes,No,No,Yes,No,No,,
2006-12-16 16:23:15,4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Heidi,Martinez,2014-09-17,Male,Liechtenstein,"No, but I can co-lead and help the team leader",Yes,No,Yes,Yes,Yes,Yes,No,,
2002-08-08 13:04:47,782a65e0-48ca-4651-92f5-df7b0323d342,Timothy,Peterson,2022-07-28,Female,El Salvador,No,Yes,No,Yes,No,Yes,Maybe,No,,
2023-11-15 14:24:40,10ba58e3-d276-4bdc-9d34-d08e7a4c75d4,Richard,Jones,1995-05-09,Female,Austria,No,Maybe,Yes,No,No,Yes,No,No,,
2003-11-06 20:31:04,4dc82a1e-f2f9-45fa-9016-4161cfa701cd,Christopher,Wright,1989-07-27,Female,Israel,No,Maybe,Yes,No,No,Yes,Yes,Yes,,
2015-05-19 22:47:08,c693da11-39c6-41ca-9e50-aa42ca6dfda1,Alexandra,Hayes,1980-03-23,Male,Tokelau,No,No,No,No,No,No,No,No,,
2014-12-06 02:08:57,9efba58b-9191-4363-8e2d-66456dc7cac7,Brian,Choi,1952-05-27,Female,Serbia,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2005-04-09 07:08:35,14c8b3b4-a911-4192-83bf-d9313605bf54,Eric,Thompson,1950-06-12,Female,Afghanistan,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2010-05-13 04:42:01,4a8ff810-784c-4f29-9804-02a2b07aa066,Antonio,Roberts,1967-04-08,Female,Tokelau,No,Maybe,Yes,Yes,Yes,Yes,No,No,,
2011-07-08 21:53:19,43b9da13-ec85-4f37-bbc1-a987aff8754d,Kristin,Weber,1997-12-03,Female,Vietnam,No,No,No,No,No,No,No,No,,
2005-01-06 22:20:26,a5cb63a2-398d-4ca6-8b68-70b51d61fac3,Edward,Baker,1955-11-21,Male,Bahamas,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2004-03-17 09:19:33,d3016989-bfbb-417f-9854-ce4e4ebfa5c3,Ashley,Roberts,1954-06-10,Male,Portugal,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2007-09-18 14:43:44,801ef1da-45b1-4d25-b153-3ae8670acc5c,Amber,Kim,1992-10-21,Female,Tuvalu,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,No,No,,
2010-12-17 01:00:50,069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Christopher,Hayden,2012-01-29,Female,Morocco,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2014-11-23 02:19:53,ac1aa554-c3c7-4611-bfe3-fa49054f92ff,Lori,Johnston,2006-03-06,Female,China,No,Maybe,Yes,Yes,No,Yes,Yes,No,,
2011-12-08 12:19:02,473544f9-ea83-4f00-b135-f221a6c9537f,Howard,Richards,1995-10-14,Male,Liechtenstein,No,Maybe,Maybe,Maybe,No,Yes,Yes,No,,
2024-07-31 23:05:36,5553b2fe-6889-403e-9913-f9d3785299f4,Manuel,Garcia,1957-05-24,Female,Isle of Man,No,No,No,No,No,Yes,Maybe,No,,
2017-08-06 08:42:38,668409e3-f1f8-443e-a99f-131849c8a43f,Lisa,Pierce,1981-03-17,Male,Germany,No,No,Yes,Maybe,No,Yes,Maybe,No,,
2006-05-27 15:34:05,6778043b-c5c5-437a-b85e-06a11dad09b2,Michelle,Bryan,1944-06-17,Female,Trinidad and Tobago,"No, but I can co-lead and help the team leader",Maybe,No,No,Yes,Yes,No,No,,
2013-10-06 12:03:15,84b871bb-3005-48d2-8de0-51a669ca97d2,Michael,Avila,1995-01-09,Female,Senegal,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2001-04-23 05:14:41,ed7bf656-218a-4536-8c99-a894445dcc38,Keith,Gilmore,1983-08-18,Female,Antarctica (the territory South of 60 deg S),No,Maybe,Maybe,No,No,Yes,Yes,No,,
2024-09-07 20:57:52,b5b453ca-3d42-493c-8c9f-d3349bdf0377,Eric,Pierce,1989-02-05,Female,Bermuda,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2005-09-13 00:08:31,762172ed-1d0b-49bd-a9b5-c5cfd7665cda,Stacey,Holland,1956-11-02,Male,Venezuela,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2018-03-06 19:43:33,6a5d932b-45ff-4c83-b495-db4e82456fb4,Mary,Baird,1964-02-09,Male,Micronesia,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2003-09-02 04:58:19,821c1336-9970-4f60-abff-8d1530cbd755,Julie,Taylor,1950-01-08,Female,Sierra Leone,No,Yes,Maybe,Yes,No,Yes,Maybe,Yes,,
2020-01-15 22:47:41,c9a7d91f-ef2a-4713-9702-10496a39aaa6,William,Hoover,1967-04-11,Male,French Southern Territories,No,Yes,Maybe,Yes,No,Yes,Maybe,No,,
2021-03-30 18:56:55,7d5911c6-a8f1-4091-bfb8-102d9475dbc9,Michelle,Griffin,1983-08-07,Male,Grenada,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2013-12-31 21:27:11,eecf67d2-7491-46f4-a090-d6978b1e3b9d,Marc,Lopez,2000-11-11,Female,Montserrat,No,Maybe,Maybe,No,No,No,No,No,,
2009-09-18 11:42:35,0b2c782a-6928-4e92-868a-152fdb23aa8c,Louis,Kennedy,2018-05-09,Female,Hong Kong,No,Yes,Maybe,Maybe,No,Yes,No,Yes,,
2009-10-17 06:50:03,a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Tina,Simpson,1947-05-14,Female,Macao,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,No,,
2024-06-27 15:56:03,dfcaf0b7-19b1-4e80-9ea4-ae1754fd9ad3,Megan,Garcia,2018-02-10,Female,American Samoa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2018-04-29 22:30:58,f84f16b3-a79f-4faf-9ef5-768968f45bce,Eric,Harrison,2022-11-14,Female,Guadeloupe,"Yes, I am willing to be a team leader",Yes,Maybe,No,Yes,Yes,Yes,Yes,,
2015-10-23 22:13:56,da0d4a5f-148f-4b74-a65b-b1f265c17795,Mark,Craig,1987-08-04,Female,Zimbabwe,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,,
2008-01-13 01:59:35,7cea2045-c268-483e-a32f-2e63b7fddd71,Monique,Johnson,1949-11-28,Female,Norfolk Island,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
